audio_file,path,link,duration_s,true_group,true_class,true_speaker,train_files,legacy_pred_class,legacy_pred_speaker,legacy_conf,legacy_verdict,legacy_true_rank,legacy_true_in_top2,legacy_true_in_top5,cluster_pred_class,cluster_pred_speaker,cluster_conf,cluster_verdict,cluster_true_rank,cluster_true_in_top2,cluster_true_in_top5,any_error,error_group,note
35c04a5c-4085-4574-90f0-3fbe282e803a.wav,D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\35c04a5c-4085-4574-90f0-3fbe282e803a.wav,"=HYPERLINK(""D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\35c04a5c-4085-4574-90f0-3fbe282e803a.wav"",""35c04a5c-4085-4574-90f0-3fbe282e803a.wav"")",71.59,unknown,0,unknown,,0,unknown,0.6635,OK,1,True,True,0,unknown,1.0,OK,1,True,True,False,ok,
35d1ae01-eb44-4191-a963-f35c12bd9c50.wav,D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\35d1ae01-eb44-4191-a963-f35c12bd9c50.wav,"=HYPERLINK(""D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\35d1ae01-eb44-4191-a963-f35c12bd9c50.wav"",""35d1ae01-eb44-4191-a963-f35c12bd9c50.wav"")",58.54,unknown,0,unknown,,0,unknown,0.9813,OK,1,True,True,0,unknown,1.0,OK,1,True,True,False,ok,
35d4eb34-897c-46f3-b39d-bc89dc0d9f75.wav,D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\35d4eb34-897c-46f3-b39d-bc89dc0d9f75.wav,"=HYPERLINK(""D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\35d4eb34-897c-46f3-b39d-bc89dc0d9f75.wav"",""35d4eb34-897c-46f3-b39d-bc89dc0d9f75.wav"")",85.85,known,227,80cb5479-4a3a-4b4d-a9c5-cf6ca2134e86,5,227,80cb5479-4a3a-4b4d-a9c5-cf6ca2134e86,0.9373,OK,1,True,True,227,80cb5479-4a3a-4b4d-a9c5-cf6ca2134e86,0.9042,OK,1,True,True,False,ok,
35e5b511-7677-40a1-8539-8cfb394481fb.wav,D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\35e5b511-7677-40a1-8539-8cfb394481fb.wav,"=HYPERLINK(""D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\35e5b511-7677-40a1-8539-8cfb394481fb.wav"",""35e5b511-7677-40a1-8539-8cfb394481fb.wav"")",53.08,unknown,0,unknown,,0,unknown,0.9966,OK,1,True,True,0,unknown,1.0,OK,1,True,True,False,ok,
3614cdc4-b651-44a5-8c15-7155a754e625.wav,D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\3614cdc4-b651-44a5-8c15-7155a754e625.wav,"=HYPERLINK(""D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\3614cdc4-b651-44a5-8c15-7155a754e625.wav"",""3614cdc4-b651-44a5-8c15-7155a754e625.wav"")",66.3,unknown,0,unknown,,0,unknown,0.9977,OK,1,True,True,0,unknown,1.0,OK,1,True,True,False,ok,
36acbdde-7ca7-4717-9514-1f8e9a583a66.wav,D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\36acbdde-7ca7-4717-9514-1f8e9a583a66.wav,"=HYPERLINK(""D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\36acbdde-7ca7-4717-9514-1f8e9a583a66.wav"",""36acbdde-7ca7-4717-9514-1f8e9a583a66.wav"")",57.26,known,98,301d7ce4-d07a-4532-8fed-822e8ad82aff,5,98,301d7ce4-d07a-4532-8fed-822e8ad82aff,0.9977,OK,1,True,True,98,301d7ce4-d07a-4532-8fed-822e8ad82aff,0.9971,OK,1,True,True,False,ok,
36ce8f5d-eced-4d26-bc52-b7f9076b2f0e.wav,D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\36ce8f5d-eced-4d26-bc52-b7f9076b2f0e.wav,"=HYPERLINK(""D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\36ce8f5d-eced-4d26-bc52-b7f9076b2f0e.wav"",""36ce8f5d-eced-4d26-bc52-b7f9076b2f0e.wav"")",58.71,unknown,0,unknown,,0,unknown,0.9386,OK,1,True,True,0,unknown,1.0,OK,1,True,True,False,ok,
3714d305-1a3d-4d2c-97fb-9ae4a467b615.wav,D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\3714d305-1a3d-4d2c-97fb-9ae4a467b615.wav,"=HYPERLINK(""D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\3714d305-1a3d-4d2c-97fb-9ae4a467b615.wav"",""3714d305-1a3d-4d2c-97fb-9ae4a467b615.wav"")",68.1,unknown,0,unknown,,0,unknown,0.9982,OK,1,True,True,0,unknown,1.0,OK,1,True,True,False,ok,
374ea216-ae74-436f-b46d-ed184425be72.wav,D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\374ea216-ae74-436f-b46d-ed184425be72.wav,"=HYPERLINK(""D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\374ea216-ae74-436f-b46d-ed184425be72.wav"",""374ea216-ae74-436f-b46d-ed184425be72.wav"")",27.56,unknown,0,unknown,,0,unknown,0.6799,OK,1,True,True,0,unknown,1.0,OK,1,True,True,False,ok,
37a578cc-da12-4f0d-b028-31487361dc9e.wav,D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\37a578cc-da12-4f0d-b028-31487361dc9e.wav,"=HYPERLINK(""D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\37a578cc-da12-4f0d-b028-31487361dc9e.wav"",""37a578cc-da12-4f0d-b028-31487361dc9e.wav"")",14.17,unknown,0,unknown,,0,unknown,0.7093,OK,1,True,True,0,unknown,0.9956,OK,1,True,True,False,ok,
37e2677b-1fe9-4370-8607-e16d0b921dc0.wav,D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\37e2677b-1fe9-4370-8607-e16d0b921dc0.wav,"=HYPERLINK(""D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\37e2677b-1fe9-4370-8607-e16d0b921dc0.wav"",""37e2677b-1fe9-4370-8607-e16d0b921dc0.wav"")",78.08,known,396,df3f0154-dcae-4140-b9a6-ac96cf43d2e0,5,396,df3f0154-dcae-4140-b9a6-ac96cf43d2e0,0.9984,OK,1,True,True,396,df3f0154-dcae-4140-b9a6-ac96cf43d2e0,0.9984,OK,1,True,True,False,ok,
384aba34-f04d-4b8a-8035-68a016f4f290.wav,D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\384aba34-f04d-4b8a-8035-68a016f4f290.wav,"=HYPERLINK(""D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\384aba34-f04d-4b8a-8035-68a016f4f290.wav"",""384aba34-f04d-4b8a-8035-68a016f4f290.wav"")",53.59,known,105,33722fcf-c60f-4bd3-8f89-4f9899d3fb73,5,105,33722fcf-c60f-4bd3-8f89-4f9899d3fb73,0.9811,OK,1,True,True,105,33722fcf-c60f-4bd3-8f89-4f9899d3fb73,0.9937,OK,1,True,True,False,ok,
3910506b-5ee4-41de-bbe7-43bb3767a9db.wav,D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\3910506b-5ee4-41de-bbe7-43bb3767a9db.wav,"=HYPERLINK(""D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\3910506b-5ee4-41de-bbe7-43bb3767a9db.wav"",""3910506b-5ee4-41de-bbe7-43bb3767a9db.wav"")",46.34,known,312,b0a75e51-2ac8-4ec1-9cd2-5256e9dc5147,5,312,b0a75e51-2ac8-4ec1-9cd2-5256e9dc5147,0.9931,OK,1,True,True,312,b0a75e51-2ac8-4ec1-9cd2-5256e9dc5147,0.9946,OK,1,True,True,False,ok,
3915b63e-1de1-44ac-9452-78381ceb9b5b.wav,D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\3915b63e-1de1-44ac-9452-78381ceb9b5b.wav,"=HYPERLINK(""D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\3915b63e-1de1-44ac-9452-78381ceb9b5b.wav"",""3915b63e-1de1-44ac-9452-78381ceb9b5b.wav"")",77.82,unknown,0,unknown,,0,unknown,0.9974,OK,1,True,True,0,unknown,1.0,OK,1,True,True,False,ok,
39a02829-f95e-4f4f-a882-c51257142bbc.wav,D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\39a02829-f95e-4f4f-a882-c51257142bbc.wav,"=HYPERLINK(""D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\39a02829-f95e-4f4f-a882-c51257142bbc.wav"",""39a02829-f95e-4f4f-a882-c51257142bbc.wav"")",66.05,unknown,0,unknown,,0,unknown,0.8795,OK,1,True,True,0,unknown,1.0,OK,1,True,True,False,ok,
3a046c02-52d9-403b-a175-08db03af11fb.wav,D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\3a046c02-52d9-403b-a175-08db03af11fb.wav,"=HYPERLINK(""D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\3a046c02-52d9-403b-a175-08db03af11fb.wav"",""3a046c02-52d9-403b-a175-08db03af11fb.wav"")",74.75,unknown,0,unknown,,0,unknown,0.9925,OK,1,True,True,0,unknown,1.0,OK,1,True,True,False,ok,
3a779c1a-69aa-457f-8f17-cc7879a10b01.wav,D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\3a779c1a-69aa-457f-8f17-cc7879a10b01.wav,"=HYPERLINK(""D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\3a779c1a-69aa-457f-8f17-cc7879a10b01.wav"",""3a779c1a-69aa-457f-8f17-cc7879a10b01.wav"")",92.84,known,124,40c07653-2a48-4a64-af11-75389d13175d,5,124,40c07653-2a48-4a64-af11-75389d13175d,0.9883,OK,1,True,True,124,40c07653-2a48-4a64-af11-75389d13175d,0.9933,OK,1,True,True,False,ok,
3adf3d18-f5d0-40e5-8798-830325ed16b4.wav,D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\3adf3d18-f5d0-40e5-8798-830325ed16b4.wav,"=HYPERLINK(""D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\3adf3d18-f5d0-40e5-8798-830325ed16b4.wav"",""3adf3d18-f5d0-40e5-8798-830325ed16b4.wav"")",48.81,unknown,0,unknown,,0,unknown,0.998,OK,1,True,True,0,unknown,0.9996,OK,1,True,True,False,ok,
3b00d6f3-2ec6-4726-8dcd-bc42d474026f.wav,D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\3b00d6f3-2ec6-4726-8dcd-bc42d474026f.wav,"=HYPERLINK(""D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\3b00d6f3-2ec6-4726-8dcd-bc42d474026f.wav"",""3b00d6f3-2ec6-4726-8dcd-bc42d474026f.wav"")",59.05,known,56,1a1687fb-f969-44d6-9461-98a9217ffd15,5,56,1a1687fb-f969-44d6-9461-98a9217ffd15,0.9983,OK,1,True,True,56,1a1687fb-f969-44d6-9461-98a9217ffd15,0.9759,OK,1,True,True,False,ok,
3b014343-585c-46fc-ad73-f4c16bb4d8b7.wav,D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\3b014343-585c-46fc-ad73-f4c16bb4d8b7.wav,"=HYPERLINK(""D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\3b014343-585c-46fc-ad73-f4c16bb4d8b7.wav"",""3b014343-585c-46fc-ad73-f4c16bb4d8b7.wav"")",72.11,unknown,0,unknown,,0,unknown,0.9912,OK,1,True,True,0,unknown,1.0,OK,1,True,True,False,ok,
3b0b4e04-ec7d-44fd-a630-31785789d8e5.wav,D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\3b0b4e04-ec7d-44fd-a630-31785789d8e5.wav,"=HYPERLINK(""D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\3b0b4e04-ec7d-44fd-a630-31785789d8e5.wav"",""3b0b4e04-ec7d-44fd-a630-31785789d8e5.wav"")",52.22,known,162,58769546-2d4e-4dd5-9f57-5a125ec97701,5,162,58769546-2d4e-4dd5-9f57-5a125ec97701,0.9199,OK,1,True,True,162,58769546-2d4e-4dd5-9f57-5a125ec97701,0.8922,OK,1,True,True,False,ok,
3b30c1f2-c0e7-4940-b760-ae2a705bd39d.wav,D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\3b30c1f2-c0e7-4940-b760-ae2a705bd39d.wav,"=HYPERLINK(""D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\3b30c1f2-c0e7-4940-b760-ae2a705bd39d.wav"",""3b30c1f2-c0e7-4940-b760-ae2a705bd39d.wav"")",65.88,unknown,0,unknown,,0,unknown,0.8477,OK,1,True,True,0,unknown,1.0,OK,1,True,True,False,ok,
3bc97c59-4c33-4d8f-ba1f-59186ac2621b.wav,D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\3bc97c59-4c33-4d8f-ba1f-59186ac2621b.wav,"=HYPERLINK(""D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\3bc97c59-4c33-4d8f-ba1f-59186ac2621b.wav"",""3bc97c59-4c33-4d8f-ba1f-59186ac2621b.wav"")",45.57,unknown,0,unknown,,0,unknown,0.6426,OK,1,True,True,0,unknown,0.5439,OK,1,True,True,False,ok,
3c65a4c8-08e2-417c-bd33-664df831186c.wav,D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\3c65a4c8-08e2-417c-bd33-664df831186c.wav,"=HYPERLINK(""D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\3c65a4c8-08e2-417c-bd33-664df831186c.wav"",""3c65a4c8-08e2-417c-bd33-664df831186c.wav"")",53.85,unknown,0,unknown,,0,unknown,0.988,OK,1,True,True,0,unknown,1.0,OK,1,True,True,False,ok,
3c9f1474-2016-42f8-86f3-cec1808213a7.wav,D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\3c9f1474-2016-42f8-86f3-cec1808213a7.wav,"=HYPERLINK(""D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\3c9f1474-2016-42f8-86f3-cec1808213a7.wav"",""3c9f1474-2016-42f8-86f3-cec1808213a7.wav"")",60.5,unknown,0,unknown,,0,unknown,0.8906,OK,1,True,True,0,unknown,1.0,OK,1,True,True,False,ok,
3cb91fcd-f8b0-4371-add0-ebfd1d339c7b.wav,D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\3cb91fcd-f8b0-4371-add0-ebfd1d339c7b.wav,"=HYPERLINK(""D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\3cb91fcd-f8b0-4371-add0-ebfd1d339c7b.wav"",""3cb91fcd-f8b0-4371-add0-ebfd1d339c7b.wav"")",56.92,known,239,8469ba5d-5a79-43d1-8eee-d126cc27d6bb,5,239,8469ba5d-5a79-43d1-8eee-d126cc27d6bb,0.9947,OK,1,True,True,239,8469ba5d-5a79-43d1-8eee-d126cc27d6bb,0.9864,OK,1,True,True,False,ok,
3cc8bd22-e6a7-409a-b632-6097b30330ce.wav,D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\3cc8bd22-e6a7-409a-b632-6097b30330ce.wav,"=HYPERLINK(""D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\3cc8bd22-e6a7-409a-b632-6097b30330ce.wav"",""3cc8bd22-e6a7-409a-b632-6097b30330ce.wav"")",60.84,unknown,0,unknown,,0,unknown,0.9354,OK,1,True,True,0,unknown,1.0,OK,1,True,True,False,ok,
3d0ab60f-86a8-4278-a760-1fbec92b242e.wav,D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\3d0ab60f-86a8-4278-a760-1fbec92b242e.wav,"=HYPERLINK(""D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\3d0ab60f-86a8-4278-a760-1fbec92b242e.wav"",""3d0ab60f-86a8-4278-a760-1fbec92b242e.wav"")",49.07,unknown,0,unknown,,0,unknown,0.9857,OK,1,True,True,0,unknown,0.9999,OK,1,True,True,False,ok,
3d14ec3a-ef69-4d8f-b7b7-89b3163ff8ef.wav,D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\3d14ec3a-ef69-4d8f-b7b7-89b3163ff8ef.wav,"=HYPERLINK(""D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\3d14ec3a-ef69-4d8f-b7b7-89b3163ff8ef.wav"",""3d14ec3a-ef69-4d8f-b7b7-89b3163ff8ef.wav"")",87.47,known,91,2eb1900b-22e5-4b11-9020-b0e0ead231a5,5,91,2eb1900b-22e5-4b11-9020-b0e0ead231a5,0.9987,OK,1,True,True,91,2eb1900b-22e5-4b11-9020-b0e0ead231a5,0.9804,OK,1,True,True,False,ok,
3d7d2c30-403f-42e0-a06f-5563583d85c5.wav,D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\3d7d2c30-403f-42e0-a06f-5563583d85c5.wav,"=HYPERLINK(""D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\3d7d2c30-403f-42e0-a06f-5563583d85c5.wav"",""3d7d2c30-403f-42e0-a06f-5563583d85c5.wav"")",65.37,unknown,0,unknown,,0,unknown,0.9911,OK,1,True,True,0,unknown,0.999,OK,1,True,True,False,ok,
3dde0e1a-e7ad-40d5-a3c4-37b4dae8d589.wav,D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\3dde0e1a-e7ad-40d5-a3c4-37b4dae8d589.wav,"=HYPERLINK(""D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\3dde0e1a-e7ad-40d5-a3c4-37b4dae8d589.wav"",""3dde0e1a-e7ad-40d5-a3c4-37b4dae8d589.wav"")",88.75,unknown,0,unknown,,0,unknown,0.9995,OK,1,True,True,0,unknown,1.0,OK,1,True,True,False,ok,
3df14f35-bfe4-4104-a9a9-c4ecb78eff04.wav,D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\3df14f35-bfe4-4104-a9a9-c4ecb78eff04.wav,"=HYPERLINK(""D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\3df14f35-bfe4-4104-a9a9-c4ecb78eff04.wav"",""3df14f35-bfe4-4104-a9a9-c4ecb78eff04.wav"")",69.21,unknown,0,unknown,,0,unknown,0.8152,OK,1,True,True,0,unknown,1.0,OK,1,True,True,False,ok,
3e40015d-10f9-4a62-a0e0-ff0a0a2f4dbe.wav,D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\3e40015d-10f9-4a62-a0e0-ff0a0a2f4dbe.wav,"=HYPERLINK(""D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\3e40015d-10f9-4a62-a0e0-ff0a0a2f4dbe.wav"",""3e40015d-10f9-4a62-a0e0-ff0a0a2f4dbe.wav"")",63.32,unknown,0,unknown,,0,unknown,0.9622,OK,1,True,True,0,unknown,0.9976,OK,1,True,True,False,ok,
3e42c998-cbdd-4153-8d6b-06b0c574d633.wav,D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\3e42c998-cbdd-4153-8d6b-06b0c574d633.wav,"=HYPERLINK(""D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\3e42c998-cbdd-4153-8d6b-06b0c574d633.wav"",""3e42c998-cbdd-4153-8d6b-06b0c574d633.wav"")",84.14,unknown,0,unknown,,0,unknown,0.999,OK,1,True,True,0,unknown,1.0,OK,1,True,True,False,ok,
3e66d4fe-0a4f-48fe-a2e8-4929823888b1.wav,D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\3e66d4fe-0a4f-48fe-a2e8-4929823888b1.wav,"=HYPERLINK(""D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\3e66d4fe-0a4f-48fe-a2e8-4929823888b1.wav"",""3e66d4fe-0a4f-48fe-a2e8-4929823888b1.wav"")",75.52,known,361,cc5074ea-1d64-4e10-ac40-8d2aa4dad009,5,361,cc5074ea-1d64-4e10-ac40-8d2aa4dad009,0.7565,OK,1,True,True,361,cc5074ea-1d64-4e10-ac40-8d2aa4dad009,0.9967,OK,1,True,True,False,ok,
3e85c408-d791-4a09-899d-64858c7f4b26.wav,D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\3e85c408-d791-4a09-899d-64858c7f4b26.wav,"=HYPERLINK(""D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\3e85c408-d791-4a09-899d-64858c7f4b26.wav"",""3e85c408-d791-4a09-899d-64858c7f4b26.wav"")",59.31,unknown,0,unknown,,0,unknown,0.9909,OK,1,True,True,0,unknown,1.0,OK,1,True,True,False,ok,
3efc083a-dcf2-4a6a-969e-7174ef0b8682.wav,D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\3efc083a-dcf2-4a6a-969e-7174ef0b8682.wav,"=HYPERLINK(""D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\3efc083a-dcf2-4a6a-969e-7174ef0b8682.wav"",""3efc083a-dcf2-4a6a-969e-7174ef0b8682.wav"")",51.11,known,3,00e28861-1e30-4cfd-b252-cea7361a80b8,5,3,00e28861-1e30-4cfd-b252-cea7361a80b8,0.9827,OK,1,True,True,3,00e28861-1e30-4cfd-b252-cea7361a80b8,0.9705,OK,1,True,True,False,ok,
3efc7524-0d0d-4d09-b9ed-89bc46301ef9.wav,D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\3efc7524-0d0d-4d09-b9ed-89bc46301ef9.wav,"=HYPERLINK(""D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\3efc7524-0d0d-4d09-b9ed-89bc46301ef9.wav"",""3efc7524-0d0d-4d09-b9ed-89bc46301ef9.wav"")",53.76,unknown,0,unknown,,0,unknown,0.9617,OK,1,True,True,0,unknown,1.0,OK,1,True,True,False,ok,
3f2c7e30-482c-4a10-8683-b2a61ef840a1.wav,D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\3f2c7e30-482c-4a10-8683-b2a61ef840a1.wav,"=HYPERLINK(""D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\3f2c7e30-482c-4a10-8683-b2a61ef840a1.wav"",""3f2c7e30-482c-4a10-8683-b2a61ef840a1.wav"")",72.36,known,355,c9526888-d340-44f2-9c0a-724f47a8fa95,5,355,c9526888-d340-44f2-9c0a-724f47a8fa95,0.9999,OK,1,True,True,355,c9526888-d340-44f2-9c0a-724f47a8fa95,0.9992,OK,1,True,True,False,ok,
3fa7e210-dcb8-4679-bc29-230e422a9cd4.wav,D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\3fa7e210-dcb8-4679-bc29-230e422a9cd4.wav,"=HYPERLINK(""D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\3fa7e210-dcb8-4679-bc29-230e422a9cd4.wav"",""3fa7e210-dcb8-4679-bc29-230e422a9cd4.wav"")",62.98,known,223,80065b91-5b28-4c76-bb52-28539110734e,5,223,80065b91-5b28-4c76-bb52-28539110734e,0.7616,OK,1,True,True,223,80065b91-5b28-4c76-bb52-28539110734e,0.8017,OK,1,True,True,False,ok,
3ffb2090-d8dc-4b72-9f15-801dc583a6f2.wav,D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\3ffb2090-d8dc-4b72-9f15-801dc583a6f2.wav,"=HYPERLINK(""D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\3ffb2090-d8dc-4b72-9f15-801dc583a6f2.wav"",""3ffb2090-d8dc-4b72-9f15-801dc583a6f2.wav"")",59.48,known,137,464c7b59-cf4b-4b5e-bc19-7166c48f8b57,5,137,464c7b59-cf4b-4b5e-bc19-7166c48f8b57,0.9556,OK,1,True,True,137,464c7b59-cf4b-4b5e-bc19-7166c48f8b57,0.9993,OK,1,True,True,False,ok,
40a79de5-3d44-4855-86be-edabfebbac0e.wav,D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\40a79de5-3d44-4855-86be-edabfebbac0e.wav,"=HYPERLINK(""D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\40a79de5-3d44-4855-86be-edabfebbac0e.wav"",""40a79de5-3d44-4855-86be-edabfebbac0e.wav"")",64.26,unknown,0,unknown,,0,unknown,0.9986,OK,1,True,True,0,unknown,1.0,OK,1,True,True,False,ok,
413d0958-cf21-4012-bc9c-9fbaea695c37.wav,D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\413d0958-cf21-4012-bc9c-9fbaea695c37.wav,"=HYPERLINK(""D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\413d0958-cf21-4012-bc9c-9fbaea695c37.wav"",""413d0958-cf21-4012-bc9c-9fbaea695c37.wav"")",82.01,known,81,28b3f737-9906-46bc-87b8-f68209fa266e,5,81,28b3f737-9906-46bc-87b8-f68209fa266e,0.8216,OK,1,True,True,81,28b3f737-9906-46bc-87b8-f68209fa266e,0.9726,OK,1,True,True,False,ok,
4177d54a-56f5-4e94-aa77-32925d4923b5.wav,D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\4177d54a-56f5-4e94-aa77-32925d4923b5.wav,"=HYPERLINK(""D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\4177d54a-56f5-4e94-aa77-32925d4923b5.wav"",""4177d54a-56f5-4e94-aa77-32925d4923b5.wav"")",68.44,unknown,0,unknown,,0,unknown,0.9511,OK,1,True,True,0,unknown,1.0,OK,1,True,True,False,ok,
41db5306-dfbf-4e9e-b8e9-ff93667e4799.wav,D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\41db5306-dfbf-4e9e-b8e9-ff93667e4799.wav,"=HYPERLINK(""D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\41db5306-dfbf-4e9e-b8e9-ff93667e4799.wav"",""41db5306-dfbf-4e9e-b8e9-ff93667e4799.wav"")",68.86,unknown,0,unknown,,0,unknown,0.9126,OK,1,True,True,0,unknown,1.0,OK,1,True,True,False,ok,
427329e5-cbee-4dfc-a39f-3d9492c07c36.wav,D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\427329e5-cbee-4dfc-a39f-3d9492c07c36.wav,"=HYPERLINK(""D:\Projects\My projects\IAAA_Compet\Speaker-identification\data\processed\audio_wav\427329e5-cbee-4dfc-a39f-3d9492c07c36.wav"",""427329e5-cbee-4dfc-a39f-3d9492c07c36.wav"")",69.55,unknown,0,unknown,,0,unknown,0.9981,OK,1,True,True,0,unknown,1.0,OK,1,True,True,False,ok,
